,Unnamed: 0,product_name,product_price,weight,category,EAN,date_added,product_code
438,438,Lokken 6 Cube Basket Storage Shelf - White,£38.00,13.7kg,homeware,8974682275945,2009-10-04,Q8-5999839Y
439,439,Tromso Set of 3 Shelves,£20.00,3.03kg,homeware,8960988511573,1996-10-30,P1-9476562Q
440,440,Tromso Shelf with Rail,£10.00,1.9kg,homeware,5696670168444,2012-07-23,C0-5093885W
441,441,Tromso Tall Multi-Section Shelf,£25.00,3.8kg,homeware,3632259313524,2008-07-13,n1-47680o
442,442,Tromso Triangle Shelf,£7.00,1.071kg,homeware,3045645829224,2014-11-24,S6-0671104g
443,443,Lokken Bookcase - Oak,£32.00,13kg,homeware,4225607664110,2019-09-14,e1-1795384d
444,444,Lokken Bookcase - White,£32.00,13kg,homeware,605989342082,1995-05-04,V8-3409050q
445,445,Tromso 1 Tier Wide Shelf,£15.00,2.4kg,homeware,6934523835877,2021-08-30,j7-4429973F
446,446,Tromso Narrow 2 Tier Shelf,£15.00,1.8kg,homeware,1910555130772,2004-12-03,z1-6824746o
447,447,Tromso 1 Tier Shelf,£10.00,1.5kg,homeware,2890946286716,2012-04-27,Q6-1616904A
448,448,Norsk High Gloss Shelf 90cm - White,£14.00,2.8kg,homeware,8039651272759,2001-01-28,h4-597883i
449,449,Maine Ladder Shelf - Grey,£25.00,6.2kg,homeware,949976598565,2018-08-16,G6-8589927V
450,450,Tromso Multi-Section Shelf - Gold,£8.00,1.4kg,homeware,6310824180562,2004-02-28,I9-994284X
451,451,Tromso Square Multi-Section Shelf - Black,£12.00,1.4kg,homeware,6009171979775,2005-05-21,x0-7102719C
452,452,Lokken Display Wall Shelf - White,£12.00,4.1kg,homeware,6759348586519,1995-12-05,s2-7949443j
453,453,Lokken Display Wall Shelf - Grey,£7.00,4.1kg,homeware,5649482612247,1997-09-18,u1-0285146Z
454,454,Botanist Wall Shelf - Black,£10.00,0.5kg,homeware,8955579011679,1997-08-04,m8-4389961u
455,455,Urban Paradise Natural Shelf 28cm - Natural,£6.00,0.4kg,homeware,7001847868535,2002-09-01,l0-6201329P
456,456,Urban Paradise Shelf 28cm - Black,£4.00,0.4kg,homeware,2506277192571,2011-02-16,X5-8532076n
457,457,Norsk Wall Unit - Grey,£20.00,7.5kg,homeware,9246167210697,2019-08-29,a7-4181895Y
458,458,Lokken Multi Section Shelf - Oak,£8.00,3.8kg,homeware,4705511547483,2008-09-09,X8-9458613Q
459,459,Maine 3 Tier Corner Shelving - Grey,£12.00,2.4kg,homeware,4471629707445,2020-11-19,P9-9428517O
460,460,Malvern Shelf with Gold Bracket 80cm - Black,£6.00,1.8kg,homeware,7025841295333,2011-07-22,B7-9609975L
461,461,Malvern Shelf with Gold Bracket 80cm - White,£6.00,1.8kg,homeware,8303498998371,2003-09-30,L5-1265756X
462,462,Aspen Cushion - Sage,£10.00,296g,homeware,2738406464406,1999-11-28,I8-9138588j
463,463,Aspen Faux Fur Cushion - Green,£10.00,296g,homeware,2215368486443,2000-01-16,Q7-4703869v
464,464,Home Collection Faux Mink Throw - Coconut Milk,£20.00,1.65kg,homeware,6368703408269,1993-07-28,m2-8979201X
465,465,Oakwood Throw - Brown,£20.00,1.06kg,homeware,6906743779996,2019-08-22,b2-3801510L
466,466,Cable Knit Sherpa Throw - Navy,£15.00,0.9kg,homeware,3672559344828,2000-01-09,r8-0094158X
467,467,Cable Knit Sherpa Throw - Red,£15.00,0.9kg,homeware,222324979026,1994-12-13,H1-1111212H
468,468,Cable Knit Sherpa Throw,£15.00,0.9kg,homeware,9682508983002,2012-03-22,X3-7454482j
469,469,Fleece Cable Knit King Duvet Set - Cream,£35.00,2.8kg,homeware,8155527984288,2007-12-21,O8-613962k
470,470,Fleece Cable Knit Double Duvet Set - Cream,£30.00,1.9kg,homeware,9503203586513,2015-07-22,V9-3928885P
471,471,Harris Check Brushed Cotton King Duvet Set with Pipe - Grey,£25.00,1.59kg,homeware,9639097329612,2002-11-15,I8-1578832t
472,472,Harris Check Brushed Cotton Double Duvet Set with Pipe - Grey,£20.00,1.2kg,homeware,3930885071277,2015-03-03,n7-7123886K
473,473,Fleur Green King Duvet Set with Contrast Pipe,£17.00,1.59kg,homeware,3180880324445,2022-03-22,l8-5672498Q
474,474,Fleur Green Double Duvet Set with Contrast Pipe,£15.00,1.2kg,homeware,8747240532091,1999-06-12,V2-1615331d
475,475,Alba Natural Home Geo King Duvet Set with Pipe,£17.00,1.59kg,homeware,6970766522341,2022-04-30,C2-3532371K
476,476,Alba Natural Home Geo Double Duvet Set with Pipe,£15.00,1.2kg,homeware,3945668867725,2005-06-28,q4-8864671M
477,477,Coco Stripe Jacquard King Duvet Set - Green,£30.00,2290g,homeware,7775291776608,2003-09-06,d4-2074497d
478,478,Coco Stripe Jacquard Double Duvet Set - Green,£25.00,1950g,homeware,3592133789183,2005-04-24,g4-9072001Q
479,479,Lara King Duvet Set - Khaki,£25.00,1675g,homeware,8259081792096,2016-11-16,c1-7535377V
480,480,Lara Double Duvet Set - Khaki,£20.00,1550g,homeware,455406479668,1993-03-07,e1-1628374f
481,481,Rubin Crinkle King Duvet Set with Ties - Mink,£25.00,1650g,homeware,916016320134,1996-03-26,C3-4461343O
482,482,Rubin Crinkle Double Duvet Set with Ties - Mink,£20.00,1450g,homeware,4839403276479,1993-11-13,n4-3918150w
483,483,Roma Brushed Herringbone King Duvet Set - Natural,£25.00,1300g,homeware,1823985901327,1996-05-14,a3-1041777X
484,484,Roma Brushed Herringbone Double Duvet Set - Natural,£20.00,1100g,homeware,8686611173221,2009-06-16,p4-0982264P
485,485,Aspen Cushion - Sage,£10.00,296g,homeware,8776811996154,2000-05-07,Z7-8982958G
486,486,Aspen Faux Fur Cushion - Green,£10.00,296g,homeware,9126203948688,2002-01-26,x5-7139304Z
487,487,Home Collection Faux Mink Throw - Coconut Milk,£20.00,1.65kg,homeware,6454853658040,2019-12-20,P0-2754682N
488,488,Oakwood Throw - Brown,£20.00,1.06kg,homeware,2449530981751,2018-05-31,R1-0662306m
489,489,Cable Knit Sherpa Throw - Navy,£15.00,0.9kg,homeware,8075399306516,1993-05-10,H3-3617646l
490,490,Cable Knit Sherpa Throw - Red,£15.00,0.9kg,homeware,5130684620067,2010-07-15,O8-3598448Q
491,491,Cable Knit Sherpa Throw,£15.00,0.9kg,homeware,4682839765143,2008-02-06,G0-0687586c
492,492,Fleece Cable Knit King Duvet Set - Cream,£35.00,2.8kg,homeware,4962153071862,1994-02-17,b8-7429081R
493,493,Fleece Cable Knit Double Duvet Set - Cream,£30.00,1.9kg,homeware,7221005868195,2022-03-21,n8-5709092Q
494,494,Harris Check Brushed Cotton King Duvet Set with Pipe - Grey,£25.00,1.59kg,homeware,9297602952221,2012-06-04,f8-0053364O
495,495,Harris Check Brushed Cotton Double Duvet Set with Pipe - Grey,£20.00,1.2kg,homeware,3707886986158,2004-01-30,d4-7741650T
496,496,Fleur Green King Duvet Set with Contrast Pipe,£17.00,1.59kg,homeware,8008991294783,2005-06-26,J4-8522310U
497,497,Fleur Green Double Duvet Set with Contrast Pipe,£15.00,1.2kg,homeware,9147075359969,2016-01-19,Y1-5422015N
498,498,Alba Natural Home Geo King Duvet Set with Pipe,£17.00,1.59kg,homeware,9499320386771,1999-03-11,K1-3066987z
499,499,Alba Natural Home Geo Double Duvet Set with Pipe,£15.00,1.2kg,homeware,4763859391250,2022-10-14,e8-0842430P
500,500,Coco Stripe Jacquard King Duvet Set - Green,£30.00,2290g,homeware,9835642922592,1999-10-10,N0-8737467X
501,501,Coco Stripe Jacquard Double Duvet Set - Green,£25.00,1950g,homeware,2801778434985,2015-06-22,k4-5062143J
502,502,Lara King Duvet Set - Khaki,£25.00,1675g,homeware,452526933377,2009-05-28,O5-3702231R
503,503,Lara Double Duvet Set - Khaki,£20.00,1550g,homeware,7829355034040,1993-02-25,M8-8419976I
504,504,Rubin Crinkle King Duvet Set with Ties - Mink,£25.00,1650g,homeware,3213828836073,2001-10-20,Q7-4517974L
505,505,Rubin Crinkle Double Duvet Set with Ties - Mink,£20.00,1450g,homeware,7692570234515,2009-03-10,g8-5394356Q
506,506,Roma Brushed Herringbone King Duvet Set - Natural,£25.00,1300g,homeware,7791370883111,2016-05-04,I5-7997409X
507,507,Roma Brushed Herringbone Double Duvet Set - Natural,£20.00,1100g,homeware,4622326308156,2007-11-22,G4-2863878y
508,508,Ariana Velvet Cushion,£8.00,0.67kg,homeware,4059585689335,1995-03-19,l0-082120C
509,509,Luna Waffle King Duvet Set - Dark Green,£20.00,2200g,homeware,7307260792656,2018-10-26,F1-276151b
510,510,Luna Waffle Double Duvet Set - Dark Green,£18.00,1850g,homeware,4532849434211,2018-08-19,L6-1204119R
511,511,Oscar Velvet King Duvet Set - Dark Green,£30.00,1800g,homeware,5382311646531,2003-05-20,V9-2074910C
512,512,Oscar Velvet Double Duvet Set - Dark Green,£25.00,1500g,homeware,9323499862203,1994-10-22,J5-5467655W
513,513,Lara King Duvet Set - Sage,£25.00,1675g,homeware,3177721690715,2014-10-20,P8-5893932r
514,514,Lara Double Duvet Set - Sage,£20.00,1550g,homeware,8244570918002,1999-10-25,j5-8304949c
515,515,Chunky Sherpa Throw - Mink,£16.00,1.1kg,homeware,2782516159776,2022-02-24,u9-2518326y
516,516,Indigo Tufted Stripe Cushion with Tassels - Sage,£12.00,250g,homeware,9313572517564,1995-07-28,i5-3156576S
517,517,Tribal Mono Tufted Cushion - Black/White,£12.00,0.68kg,homeware,103226619541,2009-12-26,N2-9174372P
518,518,Cotton Waffle Cushion - Green,£10.00,0.2kg,homeware,5789515485209,1998-12-24,f6-783975X
519,519,Basket Weave Velvet Cushion - Sage,£12.00,0.27kg,homeware,9726261813395,2007-06-04,s7-9762109r
520,520,Eden King Duvet Set - Green,£20.00,1.55kg,homeware,581221350360,2013-10-24,c4-6729575G
521,521,Eden Double Duvet Set - Green,£18.00,1.40kg,homeware,8062631494759,2021-02-05,X2-9874299R
522,522,Waffle Faux Fur Cushion 48 x 48cm - Cream,£10.00,0.27kg,homeware,4155395136295,2017-03-21,t3-4924049g
523,523,Luna Waffle King Duvet Set - Natural,£20.00,2100g,homeware,6089600778209,2015-02-23,m7-9328690j
524,524,Luna Waffle Double Duvet Set - Natural,£18.00,1750g,homeware,7902581734721,2015-10-14,z1-3713790d
525,525,Aspen Faux Fur Cushion 48 x 48cm - Dark Green,£8.00,0.29kg,homeware,362464670114,2011-04-20,T6-9068446i
526,526,Oakwood Cushion - Brown,£10.00,296g,homeware,3898377754513,2008-11-15,V5-4024014H
527,527,Kent Faux Fur Cushion - Brown,£12.00,450g,homeware,2406017393612,2002-05-22,o8-7643799G
528,528,Apple Decorations 6pk,£5.00,10.5g,homeware,7959208006969,2019-06-26,l0-9328260J
529,529,Woodland Nature Berry Candle - Gold Glitter,£7.00,280g,homeware,7007773910966,2018-12-19,K9-4389020N
530,530,Woodland Nature Berry Candle - Silver Glitter,£7.00,280g,homeware,9220337338046,2000-02-13,S4-3079590Q
531,531,Woodland Nature Berry Candle - Red Glitter,£7.00,280g,homeware,2785338839734,1994-08-13,B2-8859481q
532,532,Woodland Nature Stag Candle - Sandalwood & Tonka,£5.00,230g,homeware,9816234436086,1999-05-14,z6-4917078y
533,533,Hanging Wicker Heart - White,£2.50,80g,homeware,932762086308,2010-01-30,C7-8973626q
534,534,Hanging Wicker Heart - Red,£2.50,80g,homeware,4851846720791,2021-10-16,k2-4554051y
535,535,Metal Hanging Stag,£3.00,150g,homeware,5086200696446,2006-06-13,D1-6939216a
536,536,Christmas Tealight Holder - Merry Christmas,£2.50,416g,homeware,8748721439861,2012-12-14,j0-0066317f
537,537,Christmas Tealight Holder - Reindeer,£2.50,416g,homeware,793675811681,2008-11-07,I1-2299515d
538,538,Framed Candle Holder,£4.00,163g,homeware,5395625754106,2018-04-22,A4-6797029B
539,539,Hedgehog Ornament,£6.00,360g,homeware,4508711335832,2012-11-29,z0-4848798R
540,540,Hunter Fur Geo Double Sided Cushion,£12.00,390g,homeware,6966706569743,2002-09-06,I2-7197365q
541,541,Woven Cushion - Chestnut,£8.00,540g,homeware,7140822527743,1994-02-04,X3-9039564v
542,542,Arctic Sable Faux Fur Cushion 48 x 48cm - Cream,£10.00,0.29kg,homeware,1481600390392,2017-05-01,A8-6145567Z
543,543,Microplush Rug 110 x 160cm - Mink,£25.00,1470g,homeware,3775971744341,2021-07-28,M9-7812465p
544,544,Microplush Rug 60 x 110cm - Mink,£12.00,520g,homeware,4015232266106,2006-09-24,I6-0529386v
545,545,Candle with Foliage - Snuggle Season,£4.00,270g,homeware,5354670842602,2019-09-26,l3-1352383g
546,546,Candle with Foliage - Let's Get Cosy,£4.00,270g,homeware,6981345700012,1998-06-14,I2-8497896t
547,547,Candles with Wreath 2pk - Berry,£5.00,60g,homeware,7882595743929,1996-08-20,G5-1258332w
548,548,Candles with Wreath 2pk - Acorn,£5.00,60g,homeware,3190749338551,1998-06-24,L3-0364605u
549,549,Antler Tealight Holder,£8.00,380g,homeware,2855243098981,2000-04-03,x2-3285608E
550,550,Candle with Foliage - Red,£2.50,140g,homeware,535818385129,2021-03-15,E6-5853169E
551,551,Candle with Foliage - Green,£2.50,140g,homeware,6421207960708,2014-03-15,N6-1906827n
552,552,Candle with Foliage - Cream,£2.50,140g,homeware,8638851029363,2002-04-10,m2-5291285H
553,553,White Vase with Berries,£6.00,350g,homeware,1069543410560,2019-03-17,C0-6921292M
554,554,Bleached Flowers in Amber Vase,£8.00,282g,homeware,7102615450331,2007-01-06,y9-9527431C
555,555,Mushroom Trinket Tray,£2.00,155g,homeware,6572394995544,2016-04-08,J3-4604260p
556,556,Stag Tealight Holder,£5.00,300g,homeware,8829824728202,1993-11-16,O2-5972490P
557,557,Spaceways 4 Tier Extendable Shoe Rack,£16.00,2.06kg,homeware,469646894532,1994-03-22,L8-0659212O
558,558,Spaceways Padstow Metal Coat Stand - White,£22.00,3.2kg,homeware,2569935078051,2011-02-24,o3-6114261x
559,559,Spaceways Padstow Metal Coat Stand - Black,£22.00,3.2kg,homeware,3983130512872,1993-04-15,x7-5152681z
560,560,Spaceways 2 Tier Garment Rail,£18.00,2.9kg,homeware,651765460297,1996-05-31,V4-715809s
561,561,Michigan 4 Tier Storage Unit,£18.00,2kg,homeware,1390247871532,2011-11-11,v4-5894346w
562,562,Alva Clothes Rail,£20.00,2.5kg,homeware,6798888502436,1993-07-05,o2-3674957Q
563,563,Michigan Coat Rack With Shoe Storage,£40.00,10.5kg,homeware,8694882714128,2022-10-24,e6-6572733P
564,564,Spaceways Tall Shoe Rack,£25.00,4.3kg,homeware,4318943426495,2006-01-29,q4-3143822p
565,565,Spaceways 5 Tier Shoe Rack,£10.00,1.5kg,homeware,8621728424149,2008-12-14,h7-7764534H
566,566,Spaceways 4 Tier Extendable Shoe Rack,£16.00,2.06kg,homeware,7537201886421,1996-10-27,z9-3797971B
567,567,Spaceways Padstow Metal Coat Stand - White,£22.00,3.2kg,homeware,8836663590556,1998-02-06,f2-2937979N
568,568,Spaceways Padstow Metal Coat Stand - Black,£22.00,3.2kg,homeware,8280945456755,2002-04-10,U5-1051525h
569,569,Spaceways 2 Tier Garment Rail,£18.00,2.9kg,homeware,9352121331992,2013-07-31,o3-664480D
570,570,Michigan 4 Tier Storage Unit,£18.00,2kg,homeware,2402506679533,2015-08-21,Y2-4219912o
571,571,Alva Clothes Rail,£20.00,2.5kg,homeware,2908962988061,1999-09-17,f6-9529703z
572,572,Michigan Coat Rack With Shoe Storage,£40.00,10.5kg,homeware,6225235238439,2006-08-17,E9-8334746x
573,573,Spaceways Tall Shoe Rack,£25.00,4.3kg,homeware,5710837426038,1994-04-18,v0-0322422o
574,574,Spaceways 5 Tier Shoe Rack,£10.00,1.5kg,homeware,1022053395369,2015-08-02,J2-8271057t
575,575,Tromso Compact Desk,£35.00,9kg,homeware,3625822351276,2018-01-29,u4-0367037G
576,576,Lokken 3 Drawer Desk & Shelves - White,£65.00,31kg,homeware,1941335984384,2019-08-01,K2-8569126h
577,577,Fast Traxx Pro Performance Executive Chair - Grey,£65.00,12.8kg,homeware,4954299316907,1997-06-16,h3-9899745w
578,578,Heinrich White Desk with Shelves,£70.00,32.1kg,homeware,5722108302682,2022-08-18,l1-5214515c
579,579,Avesta Executive Office Chair,£80.00,16.7kg,homeware,8464723799184,2015-07-13,C8-2946597F
580,580,Norvik Desk with Shelves,£60.00,23.9kg,homeware,5809970730086,1994-02-18,u1-7359022u
581,581,Michigan Desk - White,£50.00,20kg,homeware,9136013653818,1994-11-23,V8-6985308g
582,582,Michigan Desk - Black,£50.00,20kg,homeware,2112076426511,2017-11-09,W6-1117349L
583,583,Hartley Executive Chair,£70.00,11.85kg,homeware,1578592794311,2016-02-26,E0-2842090v
584,584,Brody Swivel Chair,£80.00,18.5kg,homeware,4521615962775,2009-01-09,c3-9437713N
585,585,Lokken 3 Drawer Desk with Shelving - Grey,£60.00,33kg,homeware,4213457895389,2005-10-07,f0-6805786y
586,586,Tower Vortx Dual Basket Air Fryer 7.6L,£99.00,8.2kg,homeware,2252754157532,1993-01-05,M6-0249525F
587,587,Tower Vortx Dual Basket Air Fryer 7.6L,£99.00,8.2kg,homeware,9729693447879,2007-03-02,Z6-8451620W
588,588,Heritage Collection Aspen Faux Fur Throw - Mink,£16.00,970g,homeware,9536261592530,2004-10-12,k3-9106445w
589,589,Heritage Collection Aspen Faux Fur Throw - Charcoal,£16.00,970g,homeware,7183599783431,2007-01-15,Z2-3821292B
590,590,Home Collection Faux Mink Throw - Coconut Milk,£20.00,1.65kg,homeware,8858742145488,2001-10-03,A7-2021984n
591,591,Aspen Faux Fur Throw - Sage,£16.00,970g,homeware,9004238201964,2010-04-22,Q7-051245m
592,592,Natural Sanctuary Two Tone Chunky Throw - Cream,£10.00,4kg,homeware,7235416349570,2000-11-24,u1-1029433V
593,593,Oakwood Throw - Brown,£20.00,1.06kg,homeware,6773032085799,2021-04-30,E0-5603027x
594,594,Aspen Throw - Black,£16.00,970g,homeware,3778127353756,2016-02-07,L0-7546500v
595,595,Aspen Faux Fur Throw - Teal,£15.00,970g,homeware,7756261572628,2004-03-11,D0-7717082S
596,596,Kendal Cream Teddy Sherpa Throw,£18.00,0.63kg,homeware,2589322069196,2019-05-28,a5-8946426q
597,597,Alba Waffle Sherpa Throw,£15.00,0.63kg,homeware,3142024098568,2004-01-21,j2-5894921m
598,598,Heritage Collection Aspen Faux Fur Throw - Mink,£16.00,970g,homeware,5296654713440,2022-08-14,r1-4228965p
599,599,Heritage Collection Aspen Faux Fur Throw - Charcoal,£16.00,970g,homeware,7413180874164,1995-03-29,p1-3376164e
600,600,Home Collection Faux Mink Throw - Coconut Milk,£20.00,1.65kg,homeware,9096938294285,1999-06-06,g1-7793487j
601,601,Silentnight Washable Pillows 4pk,£20.00,2.280kg,homeware,6366841237765,2007-12-18,u0-2086028e
602,602,Silentnight Extra Full Pillows 2pk,£12.00,1.280kg,homeware,2328077065578,2022-04-30,b5-7539066l
603,603,Silentnight Bounceback Pillow Pair,£14.00,1.200kg,homeware,9483597834882,2017-01-31,k7-5156099X
604,604,Silentnight Firm Support Pillows 2pk,£16.00,1.440kg,homeware,4924791959285,2000-03-26,k8-428297X
605,605,Silentnight Bounceback Pillow Pair,£12.00,1.200kg,homeware,6587327676056,2003-06-29,C4-5056713b
606,606,Ribbed Ceramic Tealight Holder - Blush,£3.00,250g,homeware,7548464013318,1995-10-02,R8-9922279h
607,607,Moon Trinket Dish - Green,£2.00,155g,homeware,6892278043988,2021-10-18,p6-5731646b
608,608,Moon Trinket Dish - Blush,£2.00,155g,homeware,7974454038823,1995-10-13,s7-3818448D
609,609,Small Donut Candle Holder,£4.00,230g,homeware,3102827791684,1998-08-15,l8-8853507Q
610,610,Ribbed Ceramic Tealight Holder - Cream,£3.00,250g,homeware,4704368450366,1997-05-25,R9-3873198J
611,611,Blush Vase with Pampas,£10.00,550g,homeware,6035170279554,2019-08-02,h3-6714014z
612,612,Pink Pampas in Ribbed Vase,£5.00,380g,homeware,7269501648903,1997-03-31,I6-9082161W
613,613,Moon Wall Hanging,£3.00,30g,homeware,5268487471996,2008-03-18,C3-7947284V
614,614,Eucalyptus in Vase,£15.00,1230g,homeware,6205569372504,2011-09-23,j7-1839138x
615,615,Agate Style Tray - Pink,£2.50,52g,homeware,4991582056140,2013-07-08,X4-9961497r
616,616,Agate Style Tray - Cream,£2.50,52g,homeware,3663958281074,2011-07-07,Q9-3392208c
617,617,Gold Candle Holder - Moon,£2.50,45g,homeware,2605677043756,2011-01-16,i7-7489702a
618,618,Gold Candle Holder - Star,£2.50,45g,homeware,9399366110944,1993-05-08,g6-1398135v
619,619,Frosted Vase - Grey,£8.00,650g,homeware,1816885457636,2001-04-14,C8-1764867S
620,620,Frosted Vase - Blush,£8.00,650g,homeware,8620863519062,2008-02-29,h4-7333699R
621,621,Moon Oil Burner,£4.00,340g,homeware,6952461025198,1999-10-06,u6-5438021b
622,622,Eco Deco Glass Tealight Holder - Blush,£2.00,265g,homeware,279281204845,2001-01-05,t1-9746957G
623,623,Eco Deco Glass Tealight Holder - Pink,£2.00,265g,homeware,5290306888661,2003-08-28,T3-5069144Z
624,624,Pink Candle Holder on Stand,£4.00,1.09kg,homeware,2127791111796,2022-10-03,I5-3646209D
625,625,Hurricane Candle Holder,£5.00,480g,homeware,5611733433598,2015-07-13,T0-3333242V
626,626,Hurricane Candle Holder,£5.00,480g,homeware,6280633833389,2000-11-05,q6-3991359e
627,627,Ceramic Ribbed Candle - White,£5.00,170g,homeware,326749812507,2020-04-09,g2-5199927Z
628,628,Ceramic Ribbed Candle - Pink,£5.00,170g,homeware,7618199141218,1997-12-28,J9-6569462L
629,629,Harmony Door Knobs 4pk,£6.00,14g,homeware,5321541874871,1999-06-20,f0-6584921F
630,630,Iridescent Oil Burner,£4.00,140g,homeware,6271832062298,2003-03-01,n0-4997207t
631,631,Minimalist Ceramic Vase,£8.00,998g,homeware,5110713662749,1996-12-19,Z0-184412h
632,632,Donut Style Vase,£6.00,335g,homeware,6836722687717,1998-10-30,L1-1038482Z
633,633,Round Gold Mirror Tray,£8.00,800g,homeware,3071167395916,2015-11-13,r3-6095483y
634,634,Jewellery Box - Bee,£4.00,100g,homeware,5643945532875,2008-07-05,d9-555726k
635,635,Jewellery Box - Dragonfly,£4.00,100g,homeware,5307857923953,2005-09-25,b2-7386908F
636,636,Drawer Organiser 8pc,£3.00,0.16kg,homeware,2362878083102,2011-03-27,p1-77230Z
637,637,Adjustable Drawer Dividers 2pk,£3.00,0.3kg,homeware,3374937522377,2012-01-11,w5-6174884o
638,638,Jewellery Box - Bee,£4.00,100g,homeware,2175402847916,1993-09-11,R4-5765709c
639,639,Jewellery Box - Dragonfly,£4.00,100g,homeware,7793873128768,2007-02-06,U3-1418565H
640,640,Drawer Organiser 8pc,£3.00,0.16kg,homeware,6813600011970,2011-04-19,F4-1916717L
641,641,Adjustable Drawer Dividers 2pk,£3.00,0.3kg,homeware,6953608083927,1993-04-10,u8-403469I
642,642,Coberg Bench Dining Set 3pc,£110.00,28kg,homeware,7404189682201,2003-05-25,u3-5918699h
643,643,Moden Velvet Chair - Blush,£60.00,6.25kg,homeware,6923172060716,1995-03-06,l0-5103169E
644,644,Loft Studio Velvet Dining Chair - Blush,£50.00,9.3kg,homeware,2462575279560,2020-04-16,g1-0102195y
645,645,Karina Bailey Velvet Dining Chairs 2pk - Grey,£60.00,13.7kg,homeware,9662667098052,2006-09-12,i9-8376377q
646,646,Spaceways 5 Piece Dining Set,£80.00,28.8kg,homeware,4978903733355,2010-02-23,e5-6297911A
647,647,Loft Studio Velvet Dining Chair - Grey,£65.00,9.3kg,homeware,2418382607737,2019-07-25,U4-9281362l
648,648,Rio 5 Piece Dining Set,£100.00,35.5kg,homeware,6705097514877,2022-03-12,a4-8101742f
649,649,Winter Berry Arrangement,£8.00,537g,homeware,9279035455005,2010-10-20,l4-5082281c
650,650,Apple Decorations 6pk,£5.00,10.5g,homeware,5693757288262,2022-09-16,q1-4354994J
651,651,Face Oil Burner,£4.00,375g,homeware,6570209285842,2014-10-22,e8-7744343I
652,652,Hanging Wicker Heart - White,£2.50,80g,homeware,9999808764157,2022-06-17,i0-8924271N
653,653,Hanging Wicker Heart - Red,£2.50,80g,homeware,4485597159663,2015-05-03,A4-5443400b
654,654,Metal Hanging Stag,£3.00,150g,homeware,5024508455570,2016-08-21,s0-7865058L
655,655,Christmas Tealight Holder - Merry Christmas,£2.50,416g,homeware,3424347601725,2001-05-18,v3-5345187U
656,656,Christmas Tealight Holder - Reindeer,£2.50,416g,homeware,4917333277800,2005-04-16,J5-3969624z
657,657,Christmas Oil Burner - Christmas Clove,£4.00,260g,homeware,7903385942930,1996-10-30,t9-8692590A
658,658,Christmas Oil Burner - Candid Orange,£4.00,260g,homeware,197761505254,2007-03-24,K2-8653156c
659,659,Dried Flower Arrangement,£8.00,600g,homeware,5990337579964,1998-12-15,f4-3814039X
660,660,Dried Grass Bunch,£6.00,61g,homeware,5172876538583,1993-03-06,C2-2838299q
661,661,Tealight Holder - Gingerbread Man,£2.50,165g,homeware,185495689012,1999-11-24,T9-802932C
662,662,Tealight Holder - Christmas Tree,£2.50,165g,homeware,7220914842739,1994-11-25,S8-3968587E
663,663,Ribbed Ceramic Tealight Holder - Blush,£3.00,250g,homeware,4852627377944,2013-05-12,u7-1549796o
664,664,Black Matches in A Bottle,£4.00,475g,homeware,7852442457156,2015-04-20,x1-6762195E
665,665,Moon Trinket Dish - Green,£2.00,155g,homeware,4171590625549,2006-06-19,W9-3035619c
666,666,Moon Trinket Dish - Blush,£2.00,155g,homeware,1148236340534,1995-03-08,w2-0129990r
667,667,Small Donut Candle Holder,£4.00,230g,homeware,1519929217028,2005-09-17,i9-1492435k
668,668,Terracotta Vase,£8.00,540g,homeware,2710181213721,1998-07-30,r9-480686E
669,669,Dried Black Bunny Tail Bunch,£6.00,26g,homeware,1194161004393,2004-08-23,K6-618563n
670,670,Ribbed Ceramic Tealight Holder - Cream,£3.00,250g,homeware,2075515588761,2021-06-02,K5-9454243a
671,671,Face Planter,£5.00,615g,homeware,5026048019311,2013-06-01,p5-6894470A
672,672,Dinner Candle Holder Bowl,£3.50,582g,homeware,62213652841,1997-01-14,m8-31182P
673,673,Dinner Candle Stick Holders,£4.00,165g,homeware,9839196685675,2018-09-04,Q9-2181066V
674,674,Framed Candle Holder,£4.00,163g,homeware,9126122758344,2011-04-12,J3-8712431i
675,675,Ceramic Oil Burner,£4.00,430g,homeware,9973113597037,2001-10-20,W5-0141701c
676,676,Hedgehog Ornament,£6.00,360g,homeware,4882057202066,2009-12-04,y6-4715692F
677,677,Candles with Wreath 2pk - Berry,£5.00,60g,homeware,960245689678,1994-07-12,q9-5051383B
678,678,Candles with Wreath 2pk - Acorn,£5.00,60g,homeware,8723957323610,2013-09-11,W8-6751343m
679,679,Antler Tealight Holder,£8.00,380g,homeware,1610279434971,2010-08-01,Q8-4924448g
680,680,Black Ceramic Vase,£8.00,650g,homeware,5135514774897,2000-05-10,I3-4978892l
681,681,Cane Magazine Rack,£9.00,440g,homeware,1133156045003,2000-09-03,H1-7858319B
682,682,Jewellery Box - Bee,£4.00,100g,homeware,903582140037,2022-07-11,q3-1236378s
683,683,Winter Berry Arrangement,£8.00,537g,homeware,9314583535929,2019-07-11,j5-4703968F
684,684,Apple Decorations 6pk,£5.00,10.5g,homeware,3984296796090,2006-07-18,w5-6777421C
685,685,Face Oil Burner,£4.00,375g,homeware,7940709200727,2009-11-05,k9-2703255O
686,686,Hanging Wicker Heart - White,£2.50,80g,homeware,1559761073963,2018-05-25,X8-8606817s
